WAST,BP,DP,Dta,Dts,Dtx,EV,EV10,QFE,QFF,QNH,RF,RF10,RH,S,SR,Ss,Sx,T,Wd,Ws
2/19/2022 6:00,1012.7,10.5,201,1,200,1157.78,0.05,1012.8,1016.4,1016.4,2.5,0,62.78,0.7,2.6,0,1,17.67,199,0.33
2/19/2022 6:10,1012.9,10.4,201,1,207,1157.82,0.04,1013,1016.6,1016.6,2.5,0,62.59,0.1,2.6,0,1.1,17.64,206,0.67
2/19/2022 6:20,1012.9,10.8,207,1,207,1157.86,0.04,1013,1016.6,1016.6,2.5,0,62.82,0.1,2.6,0,0.8,17.96,205,0
2/19/2022 6:30,1013,10.7,207,1,206,1157.89,0.03,1013.1,1016.7,1016.7,2.5,0,61.97,0,2.4,0,0,18.13,205,0
2/19/2022 6:40,1013,11.5,208,1,211,1157.94,0.05,1013.1,1016.6,1016.7,2.5,0,63.1,0.6,2.4,0.3,1.1,18.68,207,1
2/19/2022 6:50,1013,11.1,197,4,177,1158.02,0.08,1013.1,1016.6,1016.7,2.5,0,54.74,1,2.4,0,1.4,20.54,195,0.78
2/19/2022 7:00,1013.1,10.9,185,13,171,1158.12,0.1,1013.2,1016.7,1016.8,2.5,0,46.87,1,2.4,0.3,2.6,22.8,169,2.55
2/19/2022 7:10,1013.1,10.1,176,13,158,1158.26,0.14,1013.2,1016.7,1016.8,2.5,0,39.98,1.4,2.3,0.4,2.6,24.58,194,1.22
2/19/2022 7:20,1013.3,9.9,172,17,142,1158.4,0.14,1013.4,1016.9,1017,2.5,0,37.26,1.4,2.1,0.6,2.9,25.59,176,1.11
2/19/2022 7:30,1013.4,10,159,21,168,1158.56,0.16,1013.5,1016.9,1017.1,2.5,0,35.04,1.6,2.1,0.6,3.4,26.7,168,1.33
2/19/2022 7:40,1013.4,10.1,155,23,143,1158.72,0.16,1013.5,1016.9,1017.1,2.5,0,35.01,1.6,2.1,0.4,2.4,26.83,144,1.55
2/19/2022 7:50,1013.4,10.2,159,24,104,1158.87,0.15,1013.5,1016.9,1017.1,2.5,0,33.56,1.2,2.1,0.4,2.8,27.69,124,1.22
2/19/2022 8:00,1013.3,10.1,157,23,159,1159.04,0.17,1013.4,1016.8,1017,2.5,0,32.14,1.4,2,0.7,2.7,28.3,171,1.44
2/19/2022 8:10,1013.3,9.9,156,22,170,1159.24,0.2,1013.4,1016.8,1017,2.5,0,30.87,1.9,2,0.6,3.1,28.82,128,2
2/19/2022 8:20,1013.4,10,147,20,127,1159.43,0.19,1013.5,1016.9,1017.1,2.5,0,30.75,1.7,2,0.8,4.2,28.95,129,3.77
2/19/2022 8:30,1013.3,9.9,143,24,134,1159.66,0.23,1013.4,1016.8,1017,2.5,0,29.42,2.4,2,0.6,3.7,29.65,118,1.89
2/19/2022 8:40,1013.3,9.5,149,25,136,1159.89,0.23,1013.4,1016.8,1017,2.5,0,27.48,2.2,1.8,0.7,3.8,30.33,135,1.67
2/19/2022 8:50,1013.3,9.6,156,24,127,1160.12,0.23,1013.4,1016.8,1017,2.5,0,26.49,2,1.8,0.4,3.7,31.08,180,2.11
2/19/2022 9:00,1013.3,8.7,139,26,133,1160.35,0.23,1013.4,1016.8,1017,2.5,0,25.67,2.1,2,0.8,3.8,30.58,148,2.78
2/19/2022 9:10,1013.3,9.2,150,31,171,1160.54,0.19,1013.4,1016.8,1017,2.5,0,24.97,1.3,1.8,0.4,2.3,31.69,175,1.11
2/19/2022 9:20,1013.3,8.8,156,33,125,1160.74,0.2,1013.4,1016.8,1017,2.5,0,23.22,1.4,1.8,0.6,2.2,32.49,124,2.22
2/19/2022 9:30,1013.2,8.4,133,16,131,1160.94,0.2,1013.3,1016.7,1016.9,2.5,0,22.64,1.4,1.7,0.4,2.7,32.39,128,2
2/19/2022 9:40,1013.1,8.2,110,28,84,1161.15,0.21,1013.2,1016.6,1016.8,2.5,0,21.9,1.4,1.7,0.4,3,32.8,90,2.55
2/19/2022 9:50,1013.2,7.8,100,20,103,1161.39,0.24,1013.3,1016.7,1016.9,2.5,0,20.55,1.8,1.7,0.4,3,33.47,134,1.78
2/19/2022 10:00,1013.1,6.7,92,35,73,1161.6,0.21,1013.2,1016.6,1016.8,2.5,0,19.06,1.3,1.7,0.3,2.4,33.42,110,1.11
2/19/2022 10:10,1013.1,7.4,150,51,143,1161.81,0.21,1013.2,1016.5,1016.8,2.5,0,18.72,1.2,1.7,0.6,2.4,34.58,133,1.22
2/19/2022 10:20,1013.1,7,92,47,126,1162.03,0.22,1013.2,1016.5,1016.8,2.5,0,18.29,1.3,1.7,0.6,2.4,34.58,29,1.55
2/19/2022 10:30,1013,7,80,42,100,1162.24,0.21,1013.1,1016.4,1016.7,2.5,0,18.42,1.2,1.7,0.6,2.6,34.44,145,0.78
2/19/2022 10:40,1013,7.2,73,44,72,1162.44,0.2,1013.1,1016.4,1016.7,2.5,0,17.97,1.1,1.7,0.7,2.8,35.04,103,0.89
2/19/2022 10:50,1012.8,6.8,88,74,16,1162.63,0.19,1012.9,1016.2,1016.5,2.5,0,17.27,0.9,1.7,0.4,2.2,35.28,57,1
2/19/2022 11:00,1012.7,7.2,57,31,39,1162.84,0.21,1012.8,1016.1,1016.4,2.5,0,17.32,1.2,1.7,0.3,2.3,35.7,111,1.22
2/19/2022 11:10,1012.5,6.4,57,35,6,1163.04,0.2,1012.6,1015.9,1016.2,2.5,0,16.52,1,1.5,0.3,1.7,35.64,81,0.89
2/19/2022 11:20,1012.4,7.4,79,70,313,1163.25,0.21,1012.5,1015.8,1016.1,2.5,0,17.16,1.1,1.5,0.4,2.3,36.18,323,1.22
2/19/2022 11:30,1012.4,7.2,351,29,29,1163.48,0.23,1012.5,1015.8,1016.1,2.5,0,16.61,1.4,1.7,0.4,2.1,36.53,43,1.44
2/19/2022 11:40,1012.1,7,8,37,340,1163.7,0.22,1012.2,1015.5,1015.8,2.5,0,16.21,1.2,1.7,0.3,2.1,36.74,44,1.33
2/19/2022 11:50,1012,7.5,350,36,25,1163.92,0.22,1012.1,1015.4,1015.7,2.5,0,16.53,1.2,1.7,0.4,2.4,36.93,31,1.33
2/19/2022 12:00,1011.7,7.5,43,38,8,1164.14,0.22,1011.8,1015.1,1015.4,2.5,0,16.5,1.2,1.5,0.3,1.9,37.03,25,0.89
2/19/2022 12:10,1011.6,6.7,69,31,31,1164.41,0.27,1011.7,1015,1015.3,2.5,0,15.56,1.8,1.7,0.6,3.1,37.03,119,1.11
2/19/2022 12:20,1011.5,7,62,57,357,1164.66,0.25,1011.6,1014.9,1015.2,2.5,0,15.53,1.6,1.5,0.4,2.7,37.49,356,2.33
2/19/2022 12:30,1011.4,6.6,312,39,272,1164.93,0.27,1011.5,1014.8,1015.1,2.5,0,14.44,1.7,1.5,0.4,2.9,38.39,304,2.11
2/19/2022 12:40,1011.4,6.3,269,36,266,1165.2,0.27,1011.5,1014.8,1015.1,2.5,0,13.68,1.7,1.7,0.6,3,38.95,262,2.33
2/19/2022 12:50,1011.3,10.9,252,32,281,1165.41,0.21,1011.4,1014.7,1015,2.5,0,17.96,1,1.7,0.3,2.4,39.7,302,1.22
2/19/2022 13:00,1011.4,11.7,264,49,270,1165.67,0.26,1011.5,1014.8,1015.1,2.5,0,20.44,1.9,1.7,0.6,4.1,38.29,166,2.33
2/19/2022 13:10,1011.3,10.4,252,37,273,1165.95,0.28,1011.4,1014.7,1015,2.5,0,18.19,2,1.5,0.7,4,38.81,244,1.89
2/19/2022 13:20,1011.2,9.6,257,32,250,1166.24,0.29,1011.3,1014.6,1014.9,2.5,0,17.33,2.1,1.7,0.9,4.4,38.78,231,1.67
2/19/2022 13:30,1011.2,11.1,259,30,283,1166.57,0.33,1011.3,1014.6,1014.9,2.5,0,19.12,2.7,1.5,1,5,38.73,289,1.67
2/19/2022 13:40,1011.2,10.6,274,23,278,1166.93,0.36,1011.3,1014.6,1014.9,2.5,0,19.17,3.2,1.5,0.9,5.8,38.14,283,4
2/19/2022 13:50,1011.4,12.8,260,32,275,1167.26,0.33,1011.5,1014.8,1015.1,2.5,0,23.23,3.1,1.5,1.2,6,37.18,192,3.66
2/19/2022 14:00,1011.2,14.3,254,37,291,1167.57,0.31,1011.3,1014.6,1014.9,2.5,0,26.98,3,1.5,1.3,5.6,36.26,290,2.11
2/19/2022 14:10,1011.2,16,248,34,242,1167.8,0.23,1011.3,1014.6,1014.9,2.5,0,30.41,2.1,1.5,0.7,3.9,36.04,239,1.89
2/19/2022 14:20,1011.1,14.9,249,34,266,1168.07,0.27,1011.2,1014.5,1014.8,2.5,0,30.46,2.7,1.5,1.1,5.3,34.8,242,3.33
2/19/2022 14:30,1011.1,16.8,237,40,271,1168.29,0.22,1011.2,1014.5,1014.8,2.5,0,32.99,2,1.5,0.8,3.7,35.54,234,2.22
2/19/2022 14:40,1011,15.2,238,38,207,1168.54,0.25,1011.1,1014.5,1014.7,2.5,0,33.34,2.6,1.5,0.7,4.8,33.57,255,1.44
2/19/2022 14:50,1011,14.6,252,40,265,1168.82,0.28,1011.1,1014.5,1014.7,2.5,0,32.21,3.2,1.5,1.2,6,33.43,275,3.66
2/19/2022 15:00,1010.8,13.9,250,30,282,1169.1,0.28,1010.9,1014.3,1014.5,2.5,0,30.85,3.1,1.5,1.1,6.7,33.43,274,2.66
2/19/2022 15:10,1010.6,13.5,247,41,254,1169.37,0.27,1010.7,1014.1,1014.3,2.5,0,29.6,2.8,1.5,0.8,4.9,33.63,241,3.11
2/19/2022 15:20,1010.5,13.5,253,34,282,1169.64,0.27,1010.6,1013.9,1014.2,2.5,0,29.43,2.7,1.5,0.9,5.1,33.83,203,2.22
2/19/2022 15:30,1010.5,13.1,241,44,276,1169.9,0.26,1010.6,1013.9,1014.2,2.5,0,28.15,2.4,1.5,0.8,4.9,34.16,261,4.33
2/19/2022 15:40,1010.5,12.5,249,36,297,1170.15,0.25,1010.6,1013.9,1014.2,2.5,0,26.2,2.2,1.5,0.9,5.1,34.69,241,1.67
2/19/2022 15:50,1010.5,12.1,245,44,257,1170.4,0.25,1010.6,1013.9,1014.2,2.5,0,25.59,2.1,1.5,0.8,4.4,34.69,283,1.33
2/19/2022 16:00,1010.5,9.3,230,32,229,1170.65,0.25,1010.6,1013.9,1014.2,2.5,0,20.67,1.9,1.5,0.8,3.7,35.1,172,2.44
2/19/2022 16:10,1010.5,10.1,236,45,256,1170.91,0.26,1010.6,1013.9,1014.2,2.5,0,23.16,2.2,1.5,0.8,4.7,34.01,240,2.11
2/19/2022 16:20,1010.5,12.8,230,41,192,1171.17,0.26,1010.6,1014,1014.2,2.5,0,28.59,2.6,1.5,0.7,4.6,33.53,242,2.78
2/19/2022 16:30,1010.5,15.2,245,42,318,1171.4,0.23,1010.6,1014,1014.2,2.5,0,36.42,2.6,1.5,0.8,4.2,31.93,238,2.44
2/19/2022 16:40,1010.5,15.9,238,42,272,1171.6,0.2,1010.6,1014,1014.2,2.5,0,39.25,2.3,1.5,0.7,3.8,31.37,215,2
2/19/2022 16:50,1010.4,16,239,39,207,1171.78,0.18,1010.5,1013.9,1014.1,2.5,0,38.51,1.9,1.5,0.9,4.6,31.84,304,1.55
2/19/2022 17:00,1010.3,14.4,244,37,264,1171.98,0.2,1010.4,1013.8,1014,2.5,0,34.49,1.9,1.7,0.6,3.8,31.95,272,2.11
2/19/2022 17:10,1010.2,14.2,240,32,268,1172.17,0.19,1010.3,1013.7,1013.9,2.5,0,34.3,1.8,1.7,0.8,3.1,31.82,268,1
2/19/2022 17:20,1010.2,13.5,238,33,267,1172.35,0.18,1010.3,1013.7,1013.9,2.5,0,31.8,1.4,1.7,0.4,2.2,32.4,251,1.11
2/19/2022 17:30,1010.2,14.1,236,32,253,1172.52,0.17,1010.3,1013.7,1013.9,2.5,0,33.35,1.4,1.7,0.4,2.9,32.25,240,0.67
2/19/2022 17:40,1010.2,12.4,224,35,189,1172.69,0.17,1010.3,1013.7,1013.9,2.5,0,30.16,1.2,1.7,0.6,4.3,32.08,201,1.11
2/19/2022 17:50,1010.4,12.3,216,34,201,1172.91,0.22,1010.5,1013.9,1014.1,2.5,0,31.21,2.2,1.7,0.8,5.1,31.35,227,1.33
2/19/2022 18:00,1010.2,12.3,217,33,205,1173.12,0.21,1010.3,1013.7,1013.9,2.5,0,32.37,2,1.8,0.8,4.6,30.75,185,2.78
2/19/2022 18:10,1010.4,13.4,221,23,190,1173.28,0.16,1010.5,1013.9,1014.1,2.5,0,35.93,1.4,1.8,0.6,2.9,30.19,211,1.89
2/19/2022 18:20,1010.4,14.4,222,28,179,1173.43,0.15,1010.5,1013.9,1014.1,2.5,0,39.23,1.4,1.8,0.8,4.1,29.7,215,1.11
2/19/2022 18:30,1010.4,14.1,226,33,220,1173.58,0.15,1010.5,1013.9,1014.1,2.5,0,39.31,1.4,2,0.4,3,29.41,203,2
2/19/2022 18:40,1010.5,14.7,221,28,196,1173.72,0.14,1010.6,1014,1014.2,2.5,0,40.92,1.3,2.1,0.6,2.9,29.38,201,2.11
2/19/2022 18:50,1010.5,14.8,224,29,152,1173.87,0.15,1010.6,1014,1014.2,2.5,0,42.4,1.6,2.1,0.6,3.4,28.86,229,1.22
2/19/2022 19:00,1010.5,15.6,227,27,218,1174,0.13,1010.6,1014,1014.2,2.5,0,45.43,1.3,2.3,0.3,2.2,28.51,231,1.89
2/19/2022 19:10,1010.5,15.7,221,20,219,1174.11,0.11,1010.6,1014,1014.2,2.5,0,47.64,1,2.3,0,2.2,27.87,207,0.78
2/19/2022 19:20,1010.5,16.2,230,29,199,1174.21,0.1,1010.6,1014,1014.2,2.5,0,49.91,0.9,2.3,0,1.7,27.62,262,0.56
2/19/2022 19:30,1010.6,16.4,223,19,209,1174.3,0.09,1010.7,1014.1,1014.3,2.5,0,51.96,0.9,2.3,0.3,1.8,27.12,221,0.56
2/19/2022 19:40,1010.7,17.1,235,23,203,1174.39,0.09,1010.8,1014.2,1014.4,2.5,0,54.04,0.9,2.4,0.3,1.8,27.16,241,1.11
2/19/2022 19:50,1010.9,17,230,25,268,1174.47,0.08,1011,1014.4,1014.6,2.5,0,55.88,0.9,2.3,0.3,2.2,26.56,241,0.78
2/19/2022 20:00,1010.9,18.2,235,21,227,1174.54,0.07,1011,1014.4,1014.6,2.5,0,61.04,0.9,2.4,0.4,2.6,26.27,230,0.56
2/19/2022 20:10,1011,18.3,236,30,215,1174.6,0.06,1011.1,1014.5,1014.7,2.5,0,63,0.7,2.4,0,1.4,25.85,216,0.56
2/19/2022 20:20,1010.9,18,223,26,206,1174.66,0.06,1011,1014.4,1014.6,2.5,0,62.98,0.8,2.4,0.3,1.6,25.62,209,0.78
2/19/2022 20:30,1011,17.6,225,15,218,1174.73,0.07,1011.1,1014.5,1014.7,2.5,0,61.33,0.9,2.4,0,1.6,25.62,223,0.67
2/19/2022 20:40,1011,17.3,222,12,232,1174.8,0.07,1011.1,1014.6,1014.7,2.5,0,60.23,0.9,2.4,0,1.4,25.55,211,0.89
2/19/2022 20:50,1011.2,17.3,221,18,244,1174.87,0.07,1011.3,1014.7,1014.9,2.5,0,59.35,0.9,2.4,0.4,2.3,25.82,214,1.11
2/19/2022 21:00,1011.2,17.2,212,13,201,1174.95,0.08,1011.3,1014.8,1014.9,2.5,0,59.7,1,2.3,0.4,2.2,25.66,227,0.78
2/19/2022 21:10,1011.2,17.1,219,16,242,1175.02,0.07,1011.3,1014.8,1014.9,2.5,0,60.28,0.8,2.4,0,1.4,25.38,230,0.56
2/19/2022 21:20,1011.3,16.9,212,11,194,1175.08,0.06,1011.4,1014.9,1015,2.5,0,60.36,0.7,2.4,0.3,1.7,25.1,197,0.67
2/19/2022 21:30,1011.3,16.7,207,7,213,1175.14,0.06,1011.4,1014.9,1015,2.5,0,60.88,0.6,2.4,0,0.9,24.74,211,0.89
2/19/2022 21:40,1011.3,16.7,202,7,182,1175.2,0.06,1011.4,1014.9,1015,2.5,0,62.31,0.8,2.4,0,1.4,24.35,197,1
2/19/2022 21:50,1011.3,17,197,5,208,1175.27,0.07,1011.4,1014.9,1015,2.5,0,63.46,1.1,2.4,0,1.7,24.33,197,1.55
2/19/2022 22:00,1011.4,16.8,197,10,183,1175.34,0.07,1011.5,1015,1015.1,2.5,0,63.09,1.3,2.4,0.3,1.9,24.27,188,1.22
2/19/2022 22:10,1011.3,15.7,196,16,193,1175.44,0.1,1011.4,1014.9,1015,2.5,0,57.94,1.7,2.4,0.7,2.9,24.47,187,1.55
2/19/2022 22:20,1011.4,15.1,193,15,167,1175.55,0.11,1011.5,1015,1015.1,2.5,0,53.62,1.7,2.4,0.3,3,25.12,176,1.67
2/19/2022 22:30,1011.5,14.5,185,17,201,1175.67,0.12,1011.6,1015,1015.2,2.5,0,49.67,1.6,2.4,0.4,2.6,25.77,186,1.33
2/19/2022 22:40,1011.6,13.9,177,18,171,1175.8,0.13,1011.7,1015.1,1015.3,2.5,0,47.12,1.6,2.4,0.4,2.6,26.05,166,1.78
2/19/2022 22:50,1011.6,13.4,172,17,158,1175.93,0.13,1011.7,1015.1,1015.3,2.5,0,45.12,1.6,2.4,0.6,2.6,26.2,200,2
2/19/2022 23:00,1011.7,13.3,173,20,182,1176.07,0.14,1011.8,1015.2,1015.4,2.5,0,45.18,1.7,2.4,0.6,3.2,26.08,150,1.55
2/19/2022 23:10,1011.7,13.4,183,16,177,1176.19,0.12,1011.8,1015.2,1015.4,2.5,0,45.64,1.4,2.4,0.6,2.6,26.09,186,1
2/19/2022 23:20,1011.8,12.9,183,19,223,1176.33,0.14,1011.9,1015.4,1015.5,2.5,0,44.63,1.6,2.3,0.6,2.7,25.81,155,2.33
2/19/2022 23:30,1011.7,12.5,172,20,174,1176.49,0.16,1011.8,1015.2,1015.4,2.5,0,42.55,2,2.4,0.6,3.3,26.27,186,2.11
2/19/2022 23:40,1011.7,11.9,165,20,130,1176.66,0.17,1011.8,1015.2,1015.4,2.5,0,40.09,2,2.4,0.7,3.4,26.61,148,2.22
2/19/2022 23:50,1011.6,11.1,160,20,141,1176.84,0.18,1011.7,1015.1,1015.3,2.5,0,37.43,2,2.4,0.6,3.9,26.89,153,1.89
2/20/2022 0:00,1011.6,10.8,160,17,166,1177.01,0.17,1011.7,1015.1,1015.3,2.5,0,36.29,1.7,2.3,0.6,2.8,27.03,121,1.78
2/20/2022 0:10,1011.7,10.7,156,18,132,1177.17,0.16,1011.8,1015.2,1015.4,2.5,0,36.36,1.6,2.4,0.3,2.6,26.84,159,1.22
2/20/2022 0:20,1011.7,10.4,156,17,133,1177.31,0.14,1011.8,1015.2,1015.4,2.5,0,36.31,1.2,2.4,0.4,2.1,26.55,156,0.89
2/20/2022 0:30,1011.6,10.3,134,19,112,1177.46,0.15,1011.7,1015.1,1015.3,2.5,0,36.35,1.4,2.4,0.4,2.6,26.42,87,1.89
2/20/2022 0:40,1011.6,9.7,136,16,123,1177.62,0.16,1011.7,1015.1,1015.3,2.5,0,35.39,1.6,2.4,0.4,2.9,26.25,142,2.33
2/20/2022 0:50,1011.6,8.9,131,18,158,1177.81,0.19,1011.7,1015.1,1015.3,2.5,0,32.61,2,2.4,0.8,4.2,26.7,156,4.22
2/20/2022 1:00,1011.6,8.1,134,26,133,1178.04,0.23,1011.7,1015.1,1015.3,2.5,0,30.64,2.6,2.4,0.9,5.3,26.78,154,3.89
2/20/2022 1:10,1011.6,7.4,133,23,122,1178.31,0.27,1011.7,1015.1,1015.3,2.5,0,29.41,3.2,2.4,0.9,5.3,26.68,141,3.55
2/20/2022 1:20,1011.5,6.8,131,22,138,1178.57,0.26,1011.6,1015,1015.2,2.5,0,28.59,3.1,2.3,0.8,5.4,26.46,116,3.77
2/20/2022 1:30,1011.6,7,119,21,98,1178.82,0.25,1011.7,1015.1,1015.3,2.5,0,29.3,3,2.4,1.2,7,26.27,199,2.11
2/20/2022 1:40,1011.6,7.1,124,26,152,1179.07,0.25,1011.7,1015.1,1015.3,2.5,0,30.02,2.9,2.4,0.9,5.9,26.04,137,3.89
2/20/2022 1:50,1011.5,7.7,115,24,98,1179.32,0.25,1011.6,1015,1015.2,2.5,0,31.26,3.1,2.4,1.2,6.2,25.97,130,3.22
2/20/2022 2:00,1011.7,8.1,120,22,147,1179.57,0.25,1011.8,1015.2,1015.4,2.5,0,32.39,3.2,2.3,1.2,6.1,25.83,146,6.11
2/20/2022 2:10,1011.6,8.1,128,23,126,1179.84,0.27,1011.7,1015.2,1015.3,2.5,0,32.89,3.6,2.4,1.2,6.3,25.61,126,5.55
2/20/2022 2:20,1011.6,8.5,123,22,138,1180.08,0.24,1011.7,1015.2,1015.3,2.5,0,34.39,3.1,2.3,1.2,6.8,25.28,112,3.22
2/20/2022 2:30,1011.7,8.4,126,24,149,1180.28,0.2,1011.8,1015.3,1015.4,2.5,0,35.32,2.4,2.3,0.7,4.8,24.8,127,1.78
2/20/2022 2:40,1011.5,8.8,128,22,161,1180.51,0.23,1011.6,1015.1,1015.2,2.5,0,36.16,3.2,2.3,0.8,6.3,24.87,143,2.66
2/20/2022 2:50,1011.5,8.9,128,25,146,1180.72,0.21,1011.6,1015.1,1015.2,2.5,0,37.04,2.9,2.4,1.1,5.4,24.57,155,4.44
2/20/2022 3:00,1011.7,9.2,136,24,101,1180.94,0.22,1011.8,1015.3,1015.4,2.5,0,38.35,3.2,2.4,1.2,7.2,24.29,174,3.33
2/20/2022 3:10,1011.6,9.5,140,24,118,1181.16,0.22,1011.7,1015.2,1015.3,2.5,0,39.59,3.2,2.4,1.2,6.2,24.09,142,3.77
2/20/2022 3:20,1011.6,9.8,134,25,127,1181.37,0.21,1011.7,1015.2,1015.3,2.5,0,40.79,3.2,2.4,0.9,5.9,23.89,150,2.33
2/20/2022 3:30,1011.5,10.2,121,26,131,1181.58,0.21,1011.6,1015.1,1015.2,2.5,0,42.1,3.3,2.4,1.1,5.9,23.83,148,4.44
2/20/2022 3:40,1011.5,10.2,129,20,124,1181.78,0.2,1011.6,1015.1,1015.2,2.5,0,42.59,3.1,2.4,0.8,4.9,23.64,130,3
2/20/2022 3:50,1011.7,9.9,134,23,139,1181.97,0.19,1011.8,1015.3,1015.4,2.5,0,42.78,3,2.4,0.9,5.4,23.21,166,3.44
2/20/2022 4:00,1011.9,10,132,21,127,1182.15,0.18,1012,1015.5,1015.6,2.5,0,43.6,2.8,2.4,1,5.3,23.1,112,4.22
2/20/2022 4:10,1011.7,10.2,124,21,157,1182.35,0.2,1011.8,1015.3,1015.4,2.5,0,44.86,3.3,2.4,1,5.8,22.82,83,3.22
2/20/2022 4:20,1011.9,10.4,130,32,124,1182.52,0.17,1012,1015.5,1015.6,2.5,0,46.17,2.7,2.4,1.1,5.2,22.59,165,1.67
2/20/2022 4:30,1011.9,11,130,32,130,1182.69,0.17,1012,1015.5,1015.6,2.5,0,48.25,3,2.4,1.1,5.3,22.51,120,3.66
2/20/2022 4:40,1012.1,11,120,26,134,1182.85,0.16,1012.2,1015.7,1015.8,2.5,0,49.12,2.9,2.4,1.2,6.2,22.2,122,4.77
2/20/2022 4:50,1012.2,11.4,121,29,141,1183.03,0.18,1012.3,1015.8,1015.9,2.5,0,50.51,3.4,2.4,1.1,6,22.11,61,2.11
2/20/2022 5:00,1012.2,11.3,106,22,90,1183.18,0.15,1012.3,1015.8,1015.9,2.5,0,51.4,2.8,2.4,0.8,5.8,21.77,103,1.33
2/20/2022 5:10,1012.4,11.4,112,25,99,1183.3,0.12,1012.5,1016,1016.1,2.5,0,52.03,1.9,2.4,0.7,4.1,21.72,146,0.89
2/20/2022 5:20,1012.6,11.4,113,32,70,1183.42,0.12,1012.7,1016.2,1016.3,2.5,0,52.27,2.1,2.4,0.7,3.6,21.61,79,1.67
2/20/2022 5:30,1012.8,11.2,136,24,149,1183.55,0.13,1012.9,1016.4,1016.5,2.5,0,51.72,2.3,2.4,0.8,4.1,21.51,116,1.33
2/20/2022 5:40,1012.9,10.8,127,27,105,1183.66,0.11,1013,1016.5,1016.6,2.5,0,51.83,1.8,2.4,0.8,4.1,21.12,133,1.33
2/20/2022 5:50,1012.9,10.9,116,27,96,1183.82,0.16,1013,1016.5,1016.6,2.5,0,51.84,3.2,2.4,1.3,6,21.24,114,5.66
2/20/2022 6:00,1012.8,11.2,100,21,108,1183.97,0.15,1012.9,1016.4,1016.5,2.5,0,52.84,2.9,2.4,0.8,5,21.19,95,2.22
2/20/2022 6:10,1013,11,103,24,97,1184.11,0.14,1013.1,1016.6,1016.7,2.5,0,53.38,2.9,2.4,0.8,4.6,20.83,182,4.11
2/20/2022 6:20,1013,11.4,100,22,116,1184.25,0.14,1013.1,1016.6,1016.7,2.5,0,53.77,2.8,2.4,0.8,5,21.16,107,2.66
2/20/2022 6:30,1012.9,11.4,117,24,114,1184.39,0.14,1013,1016.5,1016.6,2.5,0,54.24,3,2.4,1,5.1,20.97,144,3.22
2/20/2022 6:40,1012.9,11.1,126,20,125,1184.58,0.19,1013,1016.5,1016.6,2.5,0,52.94,4.3,2.3,1.4,7,21.03,113,5.99
2/20/2022 6:50,1013,11.3,134,21,136,1184.76,0.18,1013.1,1016.6,1016.7,2.5,0,52.77,3.9,2.3,1.4,6.9,21.3,124,4
2/20/2022 7:00,1013.1,11.7,140,26,108,1184.93,0.17,1013.2,1016.7,1016.8,2.5,0,53.3,3.7,2.3,1.4,7.8,21.57,154,4.44
2/20/2022 7:10,1013.1,11.8,129,25,130,1185.1,0.17,1013.2,1016.7,1016.8,2.5,0,54.13,3.8,2.3,1.2,7,21.45,102,2.89
2/20/2022 7:20,1012.9,11.9,128,22,127,1185.29,0.19,1013,1016.5,1016.6,2.5,0,54.39,4.4,2.1,1,6.9,21.48,129,2.66
2/20/2022 7:30,1013.1,12.1,138,20,135,1185.47,0.18,1013.2,1016.7,1016.8,2.5,0,53.73,3.9,2.1,1.4,6.8,21.89,148,6.11
2/20/2022 7:40,1013,11.8,122,24,127,1185.66,0.19,1013.1,1016.6,1016.7,2.5,0,51.83,4,2.1,1.1,7.5,22.14,141,3.55
2/20/2022 7:50,1012.7,12,112,27,107,1185.82,0.16,1012.8,1016.3,1016.4,2.5,0,49.89,2.9,2.1,1.2,5.1,23.03,72,2
2/20/2022 8:00,1012.7,11.4,113,25,132,1186,0.18,1012.8,1016.3,1016.4,2.5,0,47.85,3.2,2.1,1,5.1,23.09,135,3.55
2/20/2022 8:10,1012.9,11.4,137,26,138,1186.18,0.18,1013,1016.5,1016.6,2.5,0,45.41,2.9,2.1,0.8,5.1,23.88,165,2
2/20/2022 8:20,1013,11.1,133,27,113,1186.37,0.19,1013.1,1016.6,1016.7,2.5,0,44.06,3,2,1.1,5,24.07,126,2.22
2/20/2022 8:30,1012.8,10.9,124,26,122,1186.58,0.21,1012.9,1016.4,1016.5,2.5,0,42.78,3.2,2,0.9,5.7,24.38,124,3.44
2/20/2022 8:40,1012.8,10.8,120,27,103,1186.81,0.23,1012.9,1016.4,1016.5,2.5,0,41.8,3.6,2,0.9,5.1,24.68,97,3.89
2/20/2022 8:50,1012.7,10.9,131,27,126,1187.03,0.22,1012.8,1016.3,1016.4,2.5,0,40.99,3.4,2.1,1,5.6,25.1,125,5.55
2/20/2022 9:00,1012.7,11,130,28,135,1187.23,0.2,1012.8,1016.3,1016.4,2.5,0,39.04,2.6,2.1,0.9,5.1,26.02,124,3.11
2/20/2022 9:10,1012.7,11.4,126,27,127,1187.44,0.21,1012.8,1016.2,1016.4,2.5,0,39.52,2.8,2.1,0.8,5.1,26.23,124,3.55
2/20/2022 9:20,1012.7,10.9,122,30,153,1187.66,0.22,1012.8,1016.2,1016.4,2.5,0,37.19,2.9,2.1,1,5.1,26.7,73,2
